2265,"Tübingen",48.53081,9.06099
902,"Berlin",52.49250,13.35689
504,"Quakenbrück",52.67547,7.95697
468,"Halle/Saale",51.47489,11.98689
2041,"Freiburg/Breisgau",47.98135,7.84872
603,"Berlin",52.42374,13.26240
2148,"Nürtingen",48.62762,9.33763
812,"Hildesheim",52.14901,9.94393
60,"Hamburg",53.56920,10.11030
2181,"Heidelberg",49.41458,8.67204
539,"Leinefelde-Worbis",51.48330,10.31670
537,"Buxtehude",53.47776,9.70052
48,"Göttingen",51.55106,9.93731
2088,"Oberwolfach",48.34432,8.22540
483,"Jever",53.57112,7.90539
2369,"Germersheim",49.21644,8.37078
2003,"Freiburg/Breisgau",47.99400,7.84505
696,"Hamburg",53.54562,9.99294
148,"Lübeck",53.86494,10.68206
2371,"Plauen",50.49545,12.14029
2391,"Rottenburg/Neckar",48.47960,8.95000
518,"Weimar",50.97705,11.32681
2192,"Dresden",51.02690,13.71620
2172,"Rottweil",48.16171,8.62562
2101,"Dresden",51.05944,13.74744
2319,"Freiburg/Breisgau",47.99499,7.83752
2302,"Singen/Hohentwiel",47.76137,8.83858
2070,"Trossingen",48.07587,8.63786
754,"Berlin",52.46859,13.30382
2008,"Stuttgart",48.77724,9.18546
2357,"Karlsruhe",49.00501,8.49333
2524,"Heidelberg",49.41535,8.70874
407,"Rhauderfehn",53.12815,7.57710
409,"Bad Salzdetfurth",52.06343,10.00684
2083,"Rottenburg/Neckar",48.47567,8.93383
2247,"Sigmaringen",48.08675,9.21890
140,"Wilhelmshaven",53.54696,8.08903
47,"Göttingen",51.56030,9.94854
1025,"Zerbst/Anhalt",51.96898,12.09164
510,"Blankenhain",50.85645,11.34360
2385,"Stuttgart",48.77481,9.17749
2314,"Stuttgart",48.78740,9.16151
1120,"Hamburg",53.55802,9.87355
376,"Berlin",52.48816,13.53438
2488,"Frankfurt/Main",50.10981,8.68379
2356,"Karlsruhe",49.00707,8.40023
481,"Soltau",52.99045,9.84129
2529,"Frankfurt/Main",50.11028,8.65952
22,"Hamburg",53.56486,9.98519
462,"Wedemark",52.52324,9.75659
476,"Breitungen",50.75672,10.33544
2195,"Ludwigsburg",48.89090,9.18980
2175,"Stuttgart",48.77680,9.18427
381,"Kiel",54.32995,10.14845
2305,"Biberach/Riß",48.09557,9.79303
449,"Delmenhorst",53.04970,8.62569
447,"Hermsdorf/Thüringen",50.90052,11.85398
788,"Hannover",52.36800,9.69990
486,"Bad Berka",50.89982,11.28040
2224,"Heidelberg",49.40778,8.69392
2408,"Leipzig",51.32143,12.39459
594,"Magdeburg",52.12654,11.63091
2339,"Dresden",51.06005,13.71725
724,"Bonn",50.74531,7.08872
2490,"Frankfurt/Main",50.10722,8.67447
2470,"Berlin",52.49826,13.32156
735,"Bonn",50.73141,7.08146
349,"Bremen",53.08318,8.81134
192,"Dessau-Roßlau",51.82284,12.24305
69,"Greifswald",54.09094,13.40570
471,"Sondershausen",51.37110,10.87229
1022,"Verden (Aller)",52.92679,9.25212
100,"Magdeburg",52.13916,11.64713
